"assignment","code","state","description","observations","unit","equipmentType","equipmentBrand"
"53140","U147121717244","BUENO","ESTABILIZADOR ESTABILIZADOR DE VOLTAJE FORZA DE 1000VA","","UND","ESTABILIZADOR","FORZA"
"53140","U147121717245","BUENO","ESTABILIZADOR ESTABILIZADOR DE VOLTAJE FORZA DE 1000VA","","UND","ESTABILIZADOR","FORZA"
"53140","U147121717246","BUENO","ESTABILIZADOR ESTABILIZADOR DE VOLTAJE FORZA DE 1000VA","","UND","ESTABILIZADOR","FORZA"
"53140","U147124117399","BUENO","CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION CPU LENOVO, MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7-7700 DE SEPTIMA GENERACION, MEMORIA RAM DDR4 SDRAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, TARJETA DE VIDEO NVIDIA DE 4 GB PCLE","","EQPO","CPU","LENOVO"
"53140","U147124117400","BUENO","CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION CPU LENOVO, MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7-7700 DE SEPTIMA GENERACION, MEMORIA RAM DDR4 SDRAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, TARJETA DE VIDEO NVIDIA DE 4 GB PCLE","","EQPO","CPU","LENOVO"
"53140","U147124117401","BUENO","CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION CPU LENOVO, MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7-7700 DE SEPTIMA GENERACION, MEMORIA RAM DDR4 SDRAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, TARJETA DE VIDEO NVIDIA DE 4 GB PCLE","","EQPO","CPU","LENOVO"
"53140","U147124217321","BUENO","MONITOR PARA COMPUTADORA MONITOR LENOVO LED DE 19,5 PULGADAS MODELO E2054","","UND","MONITOR","LENOVO"
"53140","U147124217322","BUENO","MONITOR PARA COMPUTADORA MONITOR LENOVO LED DE 19,5 PULGADAS MODELO E2054","","UND","MONITOR","LENOVO"
"53140","U147124217323","BUENO","MONITOR PARA COMPUTADORA MONITOR LENOVO LED DE 19,5 PULGADAS MODELO E2054","","UND","MONITOR","LENOVO"
"53732","U147111642098","BUENO","MESA MESA PERSONAL METALICA MODELO WORKPRO-1","","UND","MESA",
"53732","U147111642099","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642100","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642101","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642102","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642103","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642104","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642105","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642106","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642107","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642108","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642109","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642110","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642111","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642112","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642113","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642114","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642115","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642116","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642117","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642118","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","Eqp. Docente","UND","MESA",
"53732","U147111642119","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147111642120","BUENO","MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2","","UND","MESA",
"53732","U147112448703","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448704","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448705","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448706","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448707","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448708","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448709","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448710","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448711","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448712","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448713","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448714","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
"53732","U147112448715","BUENO","SILLA SILLA METALICA MODELO AURA","","UND","SILLA",
