NROASIGNACION;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION
46413;U141924112092;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112093;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112094;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112095;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112097;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112099;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112100;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112101;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle. NO carga se queda pantalla negra
46413;U141924112103;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;"Codigo Ilegigle
Placa dañada no da video"
46413;U141924112104;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112105;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112106;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;"Codigo Ilegigle
No carga windows"
46413;U141924112107;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112108;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112110;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112112;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112113;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112115;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112117;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112118;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112120;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle. No da tarjeta de red en fedora.
46413;U141924112122;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112123;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Movido al 236-47 para baja
46413;U141924112124;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112126;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112127;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112128;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle. Desaparece los graficos de pantalla
46413;U141924112129;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;Codigo Ilegigle
46413;U141924112135;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;"Codigo Ilegible.
Falla tarjeta de red, se le aumento una tarjeta TpLink"
46413;U141924113401;UND;CPU (EQPO. COMPUTACION) CPU-LENOVO PROCESADOR INTEL CORE I3 3.1GHZ, TARJETA MADRE CHIPSET INTEL Q67 IGMA HD, RAM 4GB DDR3, DISCO DURO 320GB SATA II, DISCO OPTICO MULTIBURNER;BUENO;"EQP. Docente
4 GB RAM"
46413;U141924212032;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212034;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212050;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212052;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;Movido al 123-03
46413;U141924212055;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212056;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212060;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212062;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212064;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212065;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212066;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212067;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212069;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;"Movido al 236-47
Para baja"
46413;U141924212070;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212072;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212073;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212074;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212075;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212077;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212078;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212079;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212080;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212082;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212083;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212084;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212086;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212087;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;Presenta linea roja vertical
46413;U141924212088;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212089;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212090;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212091;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212092;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212093;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212094;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212095;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212098;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212099;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;
46413;U141924212724;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" HP";BUENO;
46413;U141924213310;UND;"MONITOR PARA COMPUTADORA MONITOR LENOVO FLAT PANEL LCD DE 18.5"" LENOVO";BUENO;
46413;U142412470096;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;Codigo Ilegigle
46413;U142412470105;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;Codigo Ilegible
46413;U142412470109;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470110;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470114;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470125;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470130;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470134;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470135;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;Codigo Ilegigle
46413;U142412470136;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470139;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470140;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470143;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470145;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;Codigo Ilegigle
46413;U142412470147;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470148;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470149;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470150;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470154;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470156;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470158;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;Codigo Ilegible
46413;U142412470160;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142412470161;PZA;SILLA SILLA METALICA DE TUBO DE 1.2 MM. ASIENTO Y RESPALDAR CON FORMICA.;BUENO;
46413;U142471010995;UND;RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA MARCA: EPSON, MODELO: POWERLITE (NUEVO MODELO), RESOLUCION: 2024X788, LUMENES: 2200 ANSIL. XGA 220V.;REGULAR;Movido al 237-47
46413;U143612441972;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;
